day,ALGO,AENO,LSST,SRNA,ELLT,AMRP,OTCS,HETT,HUXZ,DUCT,SMAH,NPCK,MSDP,EORC,CUBO,HRET,ANSO,DIHO,RTTH,SPLZ,NWIG,MMBT,MDGI,AGVF,RRES,CTGI,ALUT,ACAC,SRTX,GARI,RCRI,ACIX,CCNS,MTNS,IHOZ,NAYO,FWWG,EELT,HRND,AETS,ULXY,BLBT,BENI,ITPA,HTRK,NGTE,ILVX,FCSG,FARS,MHRM,EAFC
93,0.13490917453552387,0.3333535908762562,0.28224516724310916,0.29562467663116526,0.22494178913563895,0.383371410043614,0.40419817026181165,0.2207271233065159,0.3735086674547337,0.352070712752198,0.29272256784770767,0.24481597181685327,0.2438178125338899,0.2575283716752819,0.2612766126937215,0.44051175055625374,0.27911531813901774,0.35040057288041293,0.5837532320331026,0.591977246930507,0.27860144991842045,0.6824508515273944,0.29808274405856233,0.32963696296273726,0.347572470192373,0.49946393711011905,0.2957609481436658,0.37058423226306186,0.32337762233448636,0.3867375692204708,0.5906002032713401,0.21806517396194677,0.39181132824704784,0.26570008916379945,0.28581888328847604,0.5093823650813302,0.29047690238885215,0.500739784524282,0.3837059807497074,0.5934583210009373,0.5386015581518028,0.2192460873524136,0.24473721939569199,0.21157222687627972,0.24393306204758078,0.2831405077179684,0.16443626645756085,0.42273530663417813,0.27767163345454626,0.408163473601601,0.3708898341617878
94,0.13500058114383143,0.3286653991718526,0.28042906080490615,0.3019790296411095,0.21614735828670978,0.3452811257692869,0.3893228548017755,0.2222339035101081,0.34426303156153926,0.3334545530144007,0.29183768028793267,0.24532951351076027,0.24724578332088554,0.26526435283625166,0.266111925087768,0.44888632963614983,0.28847908988834253,0.367364211139344,0.5729633788393635,0.6003345347617782,0.27895109193510714,0.6312806390341058,0.3470105042153836,0.33630120124964896,0.3580806182644003,0.4995209591998167,0.325366533891633,0.3736268361706617,0.32347000098644585,0.3894295712847718,0.5900535075345881,0.22752780468099051,0.4377071877510226,0.25114118728512663,0.28164506445232756,0.4873299042445427,0.2842983859471872,0.4944402255950896,0.41122159012761933,0.5900314468473704,0.5429776131139775,0.23134102586578115,0.2541444001092824,0.2105907563860982,0.23348962734436363,0.3122014070183383,0.17841588906481728,0.4144613089583357,0.2743456711962336,0.40750794042205385,0.36971732678531133
95,0.13468037706893182,0.3264831372366356,0.2789582910032951,0.3117886088740086,0.22656498962500637,0.33885098964205024,0.4068941820345703,0.21987685601438386,0.3337279548209495,0.3291540531866996,0.28770236368717916,0.2501099957083984,0.2756903912601733,0.2612268690297516,0.27195429417035977,0.44535137525063717,0.3106818207606529,0.37926438302880044,0.5718298812476402,0.5794464976997884,0.279335262785562,0.6467000582945422,0.3568819973176763,0.33823183191192185,0.3578986719064703,0.47388376546744226,0.32577061290338516,0.3742168625049886,0.32955887709385395,0.3947365128096343,0.5691337388754393,0.22973313634456108,0.43972995474298626,0.26405746402934743,0.2864041320030171,0.46554145810075626,0.2607703653389552,0.5103455813713,0.40285123504196907,0.59810005212248,0.5603860075297542,0.22452766830282342,0.24940111707212145,0.21912652581741737,0.23585696881006302,0.31764390037079687,0.1738035705403522,0.4144467543750488,0.28053140572090146,0.4055580306331427,0.3640326844279629
96,0.13575624264882874,0.3219334241416279,0.2572872623920781,0.3151322223771092,0.24354879411800073,0.3543142877376616,0.41532850267531457,0.2189653782396314,0.3445107543742365,0.2861021847836221,0.29637541528161343,0.2696633675038035,0.2640416624256687,0.2621298963083989,0.26728008061347536,0.44160501605116975,0.3255366788511738,0.37909324704581,0.5719142051707478,0.5830552242175766,0.2778166921048315,0.6625399918545608,0.3730328803139979,0.34304195959239875,0.36499188458997395,0.4737405530214772,0.3231268409858403,0.3738043557303821,0.3220600499966861,0.395439259257233,0.5687773923579743,0.21573968393950974,0.4453842400069487,0.26226689356220323,0.2858260352180279,0.4706362738101365,0.2633388043613768,0.5170513534753192,0.39947069495923054,0.594693278292927,0.5542368092847775,0.22706752182007814,0.24431115819667112,0.2225367140292207,0.245480646157414,0.3152835125383225,0.17318971732094596,0.41356706931940806,0.24944679659907812,0.38824244844843797,0.3643708817673712
97,0.1383427203618858,0.3334771881327423,0.2565522870290346,0.30391378894030124,0.23741756257999527,0.36566047854553135,0.40102240274972517,0.22117558966140322,0.3280252598672401,0.2753299903964335,0.2633123145504778,0.2793039722152068,0.27700842107710955,0.25945702430096856,0.25894923860416097,0.42621398376664815,0.3199175369567058,0.4182570780492222,0.5460614710580955,0.5826249096064916,0.2811964723700601,0.6361334125893238,0.3680741014280965,0.3451692657371232,0.3618010842412399,0.41232123184557656,0.3740956923679527,0.37439032622372753,0.3391106802312201,0.42185078733143616,0.5425340280403746,0.21404932605669652,0.44708235879830754,0.25963992690370735,0.28375187673815927,0.4563190640928428,0.2574016354787398,0.5223290526026437,0.39383613191184114,0.5920675381725657,0.5604158597729583,0.24542453673309114,0.24333653559381224,0.22712432638398242,0.2563577296814884,0.306367243427471,0.15769816149813876,0.4121154416139872,0.2476605470468159,0.3436056194887766,0.3668168685510144
98,0.13771983369156066,0.32677937298998977,0.27964654692927204,0.30194930713885,0.2384309199419105,0.3834647592730332,0.39542871477778674,0.22126479036153934,0.30604949339903265,0.2857200097069263,0.2639863055431528,0.2860447759190497,0.2611356283315728,0.2516390282284856,0.2580396427116631,0.4075673648120968,0.33327624453780974,0.4143155143925163,0.5318576347920277,0.5866933411421791,0.26910767431265376,0.622561877828918,0.36827289001039715,0.32894953272699945,0.37073998871681185,0.4085123863089151,0.3705608586789862,0.37440719769518854,0.33916346535859915,0.42799228977265086,0.5666997578886016,0.24059302683873726,0.4428380407247425,0.27386434406914767,0.3536780840540534,0.45060009197865075,0.25109109024833237,0.5056698484364718,0.43718219011137077,0.5553091719124773,0.5956125987025646,0.2368016906069144,0.24288263349172803,0.2284506396483298,0.25107977012367655,0.3067897889955931,0.15724264820834707,0.39901352871031237,0.24854156241723682,0.38193775753301307,0.3665652685858621
99,0.13053958870417898,0.31945789324120355,0.27715926173367045,0.292684754801413,0.22992667069173708,0.43033438966503595,0.39283688407364614,0.21758015649708481,0.3027359605108062,0.2786439477819653,0.2720625427435999,0.25614865748354654,0.2667790157297798,0.25894216535446907,0.25785668219040025,0.4039823435847872,0.3406366019637123,0.4122107488555617,0.5177205683621213,0.5741851048132874,0.2692806109942268,0.6204050670547037,0.3524473785944033,0.3153062708162444,0.37320676132705743,0.365699725870288,0.37050122192359336,0.37587455537149267,0.33401125477259086,0.43618074573272747,0.5759838721999699,0.24674576070680357,0.44729575911612035,0.2687604182741289,0.3456867991941347,0.399421784162399,0.26249021156783775,0.4906978271927469,0.43973374449248426,0.5616949958596935,0.5967868129558126,0.22695673326741866,0.2435364253446838,0.2205332250454075,0.2701972011755506,0.29283497206469045,0.15439763695093295,0.39641178943973976,0.25191604325529193,0.37501655078325075,0.365028961586566
100,0.12881318226569588,0.2791273603362193,0.27960535593053903,0.2983918649315078,0.23250601043465277,0.42468087679584043,0.3932231869905271,0.21625055631075976,0.3011413851197513,0.28647755409151654,0.27500755705752944,0.25675699015565795,0.2709853986116124,0.26039308513642645,0.2899972718121776,0.36590636879686794,0.3350091550291251,0.41083727591373875,0.48675779268846864,0.5534556259205609,0.28344920362140685,0.7421222695142141,0.3419598758196698,0.3139320726213045,0.3783883833272698,0.3602671544639482,0.35529482430713216,0.38123640577489093,0.32269105760904376,0.4378506465051677,0.5543233928515021,0.24754735730720462,0.4246842691233654,0.2758633841918581,0.34096975006443375,0.3869351696099375,0.26239152588008635,0.4950231902680911,0.43893783671023956,0.5685480126703063,0.5965295790201101,0.22773257603505637,0.2507390745317337,0.22322940236896008,0.28041686868120813,0.28079196436560927,0.15786689140495772,0.39497336985077935,0.2563721378927526,0.37588148930894183,0.3673335666604971
101,0.12707840276795976,0.282159780850467,0.27669624261528847,0.29868262490602127,0.21903530412780922,0.4254538768952422,0.3757805078541922,0.20006628704463575,0.28792252142735036,0.27826716714088945,0.2742931811997657,0.2541834535379322,0.2686040644089445,0.2698101338593739,0.2602916511134504,0.3646600127961256,0.3296628608887671,0.41769907674712936,0.4111439191868528,0.5525962054799669,0.2723677481270119,0.7429539103700231,0.35696084708334463,0.3132941062760533,0.37482172712038225,0.353164229817412,0.34664469422878585,0.3914799668489947,0.3259935875606678,0.43781648115646715,0.6120544931171349,0.2449424180192597,0.4101522522740713,0.27540743509816246,0.3324934841848728,0.3095137614663767,0.22836951803388952,0.49383004515264817,0.40439299028551856,0.5617845370997717,0.602266286668632,0.19381683321470033,0.2243832520803097,0.19673787355360495,0.2841995787616518,0.2612186468146709,0.1469070229828568,0.4000557705467582,0.2556104790352681,0.39001515738254233,0.3934164411129719
102,0.13006066886974785,0.293284904532874,0.25113891837291713,0.3052411476607274,0.23236160729455743,0.42630110935598975,0.3745578903031476,0.19302293569744466,0.2897780709016838,0.31620894350063916,0.291975965887883,0.25481904019847756,0.27378603889881015,0.26561147933263163,0.26655278732997734,0.35591787208845227,0.3246026972403214,0.42437478994630035,0.4478021835202541,0.5461310018413382,0.2611665620846242,0.7367232612298381,0.3657047752130604,0.2911010880414162,0.3751457207121261,0.29185315340161766,0.3092016101708767,0.3912966621853283,0.32409119724472196,0.4104055863481809,0.6165088313847239,0.24475586809491606,0.41372527449499336,0.27652112306153503,0.33925675464523025,0.27938823030599774,0.23980537215803452,0.49791276768159415,0.4031133391522456,0.5822459178252637,0.5945820687576078,0.19295591177837917,0.22071091190982048,0.22613954997117072,0.2868490916974758,0.26229445616213243,0.1592348380361912,0.41114678862047827,0.2529035236196317,0.3827349145457039,0.3917020920082841
103,0.12003126513522436,0.2928450507369439,0.23623837565223818,0.3153977119369125,0.2312309000291009,0.42471659619627444,0.4071754060358528,0.18413784022625063,0.27075819216441555,0.31104159240228607,0.28583606359432123,0.2182497831490842,0.2574805199184344,0.2720995210450398,0.2661869291296945,0.34948862705758826,0.32302890885767305,0.4048943356988341,0.42249261202329824,0.5023601936348215,0.2700274254014737,0.7296530674960319,0.35921010599648756,0.28416830127698767,0.38503118686355864,0.2994266494762459,0.3190201693432621,0.3921510642033091,0.3357670085614686,0.41416979562332734,0.6124316107731301,0.23936724419466676,0.4127231191564477,0.24733084984440928,0.3291522060409727,0.28357600662409593,0.2376487215527282,0.4947692945791628,0.4019399745881505,0.5864145592976576,0.6366352048115197,0.19939120232191376,0.1927048337376472,0.20517294437258116,0.2660836986919447,0.2751250205821254,0.15107581267477457,0.4078195369977307,0.2556517028888427,0.38392594680930736,0.3944684092910887
104,0.119989127782983,0.2986383593439235,0.1922542709295205,0.32270709613197246,0.24572809541005672,0.4196435893176742,0.39086571442624246,0.17820591418983925,0.25378459388827135,0.2925971599222303,0.28039516169196776,0.23690755206812458,0.28320531408522426,0.2715780759191647,0.26506827082918577,0.35218657054987035,0.3266309088276551,0.4104866742765533,0.4260552096239313,0.5143076277926527,0.28014553196347025,0.710653452861403,0.36369490056949083,0.27072479665853855,0.3855025140771073,0.30048144900775,0.3184653069974056,0.386134693361651,0.34796340302617074,0.41895336390994065,0.6073345710938199,0.24560853588929085,0.40879055215621163,0.2811191769265709,0.30715218273744543,0.2865511701955907,0.23749630786837783,0.4702936783360994,0.40524823228938084,0.590452058395842,0.6030909824663822,0.19538536936677217,0.18976757441761713,0.20482276690747606,0.2659368449109274,0.2689940812631905,0.15203622004920378,0.4087586157161371,0.24945983814967776,0.36557384065111964,0.387615306529191
105,0.12833576172362157,0.3072508334659307,0.25249347358482055,0.3221076806134714,0.29866846698508953,0.4241491909468596,0.3648740815022285,0.17841480074675034,0.2449255821666378,0.3298054310336704,0.27584635625483733,0.2362035935158468,0.2902393474467263,0.29116032977941364,0.28188217545840427,0.2861601135273713,0.32205538608018247,0.3894814382756278,0.40521622855244277,0.5156928868033671,0.24964180955070092,0.7166007723090076,0.3613414020716172,0.22220848785815683,0.3825720945305717,0.3293681807228571,0.3350523373766451,0.3799679209094359,0.3489037613466141,0.4083108843242528,0.633826270017176,0.24564026787809914,0.41573589332224936,0.2885231153715688,0.3072586926460071,0.259716186337641,0.25219285956449905,0.5211822570725129,0.44680487064820634,0.6968356808592489,0.6377527131658375,0.19246803894649667,0.18212559965581415,0.20462797652339176,0.2837793368208874,0.26253101130478723,0.1437956452485565,0.40840284898937146,0.21253812259131688,0.34072879201518924,0.35277454899839
106,0.12658225605992005,0.3025174392406635,0.2566643773778192,0.3151559998218678,0.29858979067984137,0.4159902308617015,0.3481874696160408,0.18620965922673144,0.25377815567775003,0.32223952043112086,0.2815747419892314,0.2427148593740737,0.2843962482799597,0.30056497637298785,0.25524201355899007,0.2871218874700824,0.297011527136313,0.38119805573996113,0.4025603445898306,0.5077411793758116,0.2407002376774367,0.6682029539706433,0.3635211015958437,0.2216237720426963,0.3981494233118668,0.32622901484687333,0.31907066517401256,0.34452931075119714,0.3733814960576381,0.3832617910170257,0.6124881408968672,0.24555570058422285,0.4160665146892976,0.2937831452648554,0.3069357832191187,0.3088040932373792,0.2522425695456769,0.518562397593957,0.45635088862498285,0.7107546599613784,0.6391589939764231,0.19234888449955576,0.18268455877960663,0.21042273035666176,0.2839717078477347,0.27681278526068714,0.14427489003118468,0.3999103048039377,0.22610359114982506,0.36347613359270653,0.3364925952622935
107,0.1221245935076519,0.3021198206781056,0.241881983326041,0.28215727673565993,0.2900277851555377,0.4255502374227311,0.3632129710025953,0.18556770828145233,0.24448142785459004,0.3202271046346612,0.24009690398320202,0.24039451791841246,0.31102751292411884,0.28295499182928857,0.2598436649454701,0.2866292775275576,0.2882796384853353,0.38584503278911164,0.3905761961836198,0.5016709303968345,0.2420378759215497,0.6497099613438291,0.36770093822925276,0.22137727201442153,0.38943455650698733,0.32414188210069134,0.3271786939916916,0.35768425094821454,0.38361763908895163,0.38411978040162614,0.6142914072221294,0.25575611930580694,0.39179813606253283,0.31302652681988075,0.3102865828256832,0.29547558944465435,0.25933558907487114,0.5266750780473586,0.45816656382410204,0.7106644937962682,0.6335925793159731,0.19448970988280892,0.17742538535599386,0.20343358574289502,0.28249242356168736,0.2709874053942705,0.13924589825073494,0.39826288189493847,0.2189357357815207,0.364557883768497,0.31697513044187353
108,0.13911274018917055,0.33329101937451994,0.24715661204932698,0.2898126404171617,0.2889880678533381,0.42265400771332223,0.38033114234793064,0.23148231847908732,0.27064963195623093,0.34750664050015556,0.27430551737140657,0.24165767941198607,0.30745302464947566,0.3133161737954975,0.27973265381215967,0.24066098963230598,0.25774450997438936,0.3949962413277001,0.3864331138084325,0.49676307038673023,0.2554594689182623,0.6542098378598041,0.4207857100429782,0.21301454103626674,0.37424606105597885,0.35543173749085943,0.3175518710915321,0.37765906990843956,0.4126882671500249,0.37953651709993697,0.6185125201858367,0.29198921062850486,0.3801664245647348,0.3525948086787774,0.3173089393507272,0.29301236037357725,0.2727305004411563,0.5193716814297624,0.4585156697605136,0.7245108844967628,0.6381408617158176,0.18690609854765594,0.177292961553495,0.2306071317721249,0.297144760653446,0.2766979202348845,0.1625932492464196,0.3800587597245764,0.22693355952360048,0.36256261636829296,0.346673845906474
109,0.1545565476168576,0.3374496682872537,0.24359047395991965,0.2726759003511519,0.32423169770849114,0.4635295494396912,0.35386386524731567,0.24441142955249062,0.2705309572748085,0.34675622934003486,0.2496171385290143,0.2380225966156031,0.3034533346720336,0.33118808908989195,0.2786860792499505,0.20830000995253853,0.25670367981236375,0.40143513798264263,0.3860011248359761,0.486133979097705,0.26101919867790757,0.7028135982416268,0.39137417670509034,0.21213862900832167,0.4357985007184577,0.40741998334033447,0.31852643666910224,0.3902632961402679,0.4141197392864636,0.3610221927767396,0.6324298792902382,0.3092621635645455,0.37873365076189625,0.3616989747452333,0.31846271746326854,0.33182635427809687,0.2658078917602977,0.4332854167100049,0.4833853890303455,0.73938517339807,0.6255711732402623,0.20842514859159816,0.17819212274957474,0.2197452845949219,0.3024816375715475,0.29989517455232917,0.16140566294754347,0.341627635666531,0.2299253628037838,0.37838920652379315,0.34541573392871516
110,0.14898992364397284,0.2972051378122535,0.2518460233873502,0.2692377333719817,0.35300520413191,0.4813299568340612,0.36217000839957914,0.2198080745076075,0.28047303659766476,0.335747081738277,0.27606094946296333,0.23493867141406227,0.3043970530328533,0.334770858013466,0.274034674765508,0.20607111681663992,0.24278143535752061,0.39770880740025216,0.3525753723374956,0.4819932671512447,0.261206459881817,0.6953697665892795,0.3907436341924865,0.21185787535120743,0.43774817526503007,0.41492343003506754,0.31744990641295445,0.3605255178420418,0.35346089637158273,0.3704060813567928,0.6011486568761227,0.3249822971400683,0.36951328850689363,0.3658303157233071,0.31510253657464715,0.32972491854140207,0.280911932707936,0.4400575201398611,0.5500052415687975,0.7332727134633716,0.6114947794904027,0.20734937886675703,0.16112202282317292,0.23280925465171456,0.2976067929105234,0.29212674038180725,0.17042886362908463,0.34241890846122186,0.24276814239069336,0.3800069932459338,0.33231536451043153
111,0.14434369803578287,0.27330443185526265,0.2884809597394809,0.2686407572241474,0.3489981766039993,0.49441070984136604,0.3635906011183235,0.23326663532243025,0.29262942049011026,0.3428065658842045,0.28768307861404235,0.2520623864405799,0.3098861694663871,0.35008486515887627,0.26910345355396764,0.2093667741635028,0.24332631808982774,0.3981781028354761,0.3496400702739855,0.48088603311861294,0.2639130637654336,0.6553388822061006,0.39094199319176326,0.2104968454322489,0.45681753315124213,0.41659805849402776,0.317351025546324,0.322543782552298,0.351982513691396,0.3740512329268886,0.6399659853485672,0.3189138953573638,0.36432816950068886,0.36399494843010727,0.35203233200528206,0.3314077501776467,0.2534196411387026,0.447283215529897,0.5522054455528196,0.7330435689898963,0.6115840273993176,0.20842398029072923,0.1656910292623857,0.23566206075587492,0.2899914034950829,0.2905944220545965,0.19082829366118242,0.34091991873113964,0.23759741921365912,0.3626510388013727,0.3528961132289774
112,0.13489217952937105,0.27235627665656786,0.3009801196884678,0.27312293733686416,0.3478283622827848,0.4685371374332699,0.3665018549122555,0.2409829092552456,0.3020785103024287,0.3418841815859586,0.283024733112406,0.2519840231167606,0.30284102810471636,0.3556220743462797,0.2665128292116515,0.2151270541476549,0.24657923337318252,0.35353809136133607,0.38439974739149696,0.41251842542589023,0.28436701328857694,0.7107300918683875,0.38072517255148924,0.14888984109120787,0.41132185868881876,0.43767752579263797,0.29975230120082164,0.33770138155592333,0.3521750782592055,0.366630574105865,0.6175616559780033,0.3056047107415251,0.3538255272833827,0.36235374249650454,0.3235561339342792,0.33139270381471064,0.25054286836442724,0.443241935487709,0.5565652715002712,0.7057489297752253,0.44576457319920215,0.20813612571289777,0.16618845760868428,0.22727814518239428,0.2874432657613873,0.2946475816404968,0.1920138297573176,0.2861631095035981,0.20453824028191556,0.31376350066176567,0.34528699230582627
113,0.1587183432844446,0.27152334121354416,0.3142823772065545,0.276145609460248,0.3425475035428885,0.49151736065066337,0.36372580494487317,0.25360354149891445,0.2990771450538986,0.3425878777598515,0.2841193809535609,0.24008914282337154,0.3037147797279655,0.3423540809217451,0.26138978874168367,0.2913527252498977,0.24819374656777382,0.3542659612213374,0.4534417460384426,0.4122776429414539,0.31728090855493296,0.7532613406150144,0.37088112870795326,0.2122620726507371,0.43740468361812995,0.43574109288409674,0.3106073330729763,0.31547443024141536,0.38631139788181224,0.30693250492301655,0.6760376617407199,0.29840305552756685,0.3502921718244161,0.3642907445016227,0.32212495295564963,0.3401205714465476,0.2521115587760797,0.5114718775075724,0.544143841363362,0.6490687914669815,0.5504852089463057,0.20517533063412613,0.1774566622631656,0.23429158459426508,0.3046839395737312,0.3019622809981562,0.2148943126367656,0.30767426646833795,0.2030423901202748,0.33825595219913634,0.35638654272906845
114,0.1751769772585216,0.2855772198339057,0.34324699312963314,0.2835362580368546,0.3465839097427563,0.4982698932593649,0.37422943447786117,0.2674083124552668,0.3681961056752564,0.37377105957539175,0.284439540570149,0.24022136088376264,0.32934325101764556,0.34895805520602813,0.28626268524803006,0.29090074677442745,0.23739098472021422,0.33595540142065355,0.47858214042408204,0.38386765342124124,0.3176406298904406,0.7512235723155022,0.3465165548428767,0.2402303441047994,0.4346546031965631,0.4343313890867505,0.30048433180630757,0.32614742133160984,0.38469350395387025,0.3416881155779919,0.7298219734301246,0.319390064182489,0.32031693333287053,0.3798808472572639,0.3379240040263869,0.3592955173120655,0.26761300876002986,0.5139126002006167,0.522106824556526,0.6508905671134537,0.5511449753766532,0.19704334963267697,0.17463938314003905,0.23930780940161206,0.31429977782338236,0.27336844268101523,0.20513565775735526,0.3047379967542003,0.2128790700567,0.3786071399699417,0.3779036384522679
115,0.17495988271408444,0.2835343928469764,0.3638692546613738,0.28616145976551266,0.34341620039919973,0.5188723425435102,0.3753303613097916,0.26837787850836603,0.3633603617491292,0.3695010270312016,0.29237198495672395,0.23064668205596583,0.30976006015487256,0.3670675262355916,0.28966326176724505,0.2934332873844901,0.21283535829124003,0.3179504581429746,0.4729889838732464,0.3840662724971955,0.3202259877834592,0.6997644232256418,0.346908765037626,0.23784055626715986,0.4372982694069102,0.4700305729254639,0.3010005989932019,0.3236736366729659,0.39272514091018407,0.34247771576608266,0.750552039404675,0.3237596338214591,0.3023029546060852,0.39773609959747586,0.33658850954089153,0.35480596502440953,0.2684474969223301,0.5195716219187478,0.5147344038515814,0.6449350060086173,0.5446877868204963,0.19440994862589175,0.16623013770709308,0.23919780930490694,0.31354392378433854,0.2570055559353007,0.20586524185693575,0.2930303200953575,0.203818970258412,0.37843144250402505,0.37629679071134037
116,0.17384750355914286,0.27176771906612296,0.38502819978401587,0.3095934270758559,0.3297529585261442,0.49443111117041505,0.3958698081813423,0.26551275279431,0.3560922396663434,0.3692132760395769,0.28700285346191867,0.22139279245766752,0.3103643186451058,0.37106409563707926,0.2965080911471816,0.2903754489103742,0.1908043880843156,0.31700285088096913,0.4698687700151709,0.3953867020151207,0.3276597697267337,0.6963537365171,0.3370255077081353,0.2445028337200228,0.44088379263392324,0.4669013589001483,0.29794367311743725,0.33449153358603767,0.39232900454151876,0.34110105312051353,0.7533554998110652,0.3168432473588385,0.29103321598555654,0.4064418874450299,0.33363678421502,0.40845689814948183,0.2668581266813658,0.5431284828015343,0.51577660459203,0.6432174128284145,0.5546067670265166,0.1929749353203602,0.16964461993080118,0.23907281202503858,0.3287466235904906,0.2679143588972977,0.20955350035512144,0.2964509724010936,0.203122430725171,0.37831922048774763,0.37479831540628467
117,0.1717460764436687,0.2625662054627637,0.38488579299640535,0.30874736874809683,0.33016385914629964,0.5033342176896097,0.3860962000473769,0.26610380187770627,0.3523995820745077,0.36778614500591367,0.3009553302948755,0.22101774915782046,0.3024324715065249,0.37238497385872305,0.2942478467197304,0.2893363365937353,0.216517820415011,0.2610845994645659,0.4785828192986599,0.41206044244293827,0.3474579889747308,0.6964701843687107,0.3461356641741188,0.25176989936937944,0.4462963268286906,0.4583180608122015,0.2578894478555714,0.33857258607237645,0.3826369212345311,0.31605981502130315,0.743201136670254,0.33674939061067793,0.2974637350907275,0.4067059792879986,0.3465118166281101,0.40617070374322717,0.268920788663389,0.5389119097307121,0.5202708478272905,0.6352019530989104,0.5551829276653243,0.1821759150107565,0.17452770302317266,0.23707429079271833,0.3100575510305115,0.2927780971811095,0.2176367517032926,0.29357742977181783,0.20363585353349006,0.3799670864425294,0.37465194792439027
118,0.17147692156913724,0.273595520996594,0.37578485519066473,0.30866748702547137,0.37094269070860536,0.49913018321555275,0.38831025834892646,0.26311433589065575,0.35473272116364446,0.36268746709629224,0.30454188699294055,0.21606817926102212,0.31324268996191124,0.35333071382052866,0.3049545968599909,0.24944005860025703,0.19053561483730413,0.26553636551638116,0.4717008493838037,0.4512490812197063,0.36257722377991164,0.7647081294903095,0.349779059809765,0.28293718042323995,0.44851171703152853,0.4798028388562207,0.25721665793255444,0.3400501399325841,0.3826188037762481,0.291029013412947,0.7367226133977008,0.3253143031484293,0.31425613195791763,0.4020968730066479,0.26418820764271234,0.43958252641574536,0.29147197542147046,0.5317319768958886,0.4799763540751047,0.652848812388278,0.5289275785785568,0.1850314372943665,0.1729360769768863,0.23194577042945913,0.3238740806385213,0.3167451497644344,0.21899848434095717,0.2865010996155834,0.19903202581635895,0.34072893030016377,0.37483136737476286
119,0.1717529418521834,0.2986075627148842,0.3769083561056704,0.30152151961600804,0.40613976731318796,0.49000018552708313,0.3852017195019382,0.25808404741384716,0.366496085928112,0.36598504752539485,0.29856136283511503,0.24177307666328376,0.31000554792953244,0.3512125197565394,0.30273389102336634,0.2493778288396715,0.184210395767365,0.2711197888471187,0.4979671870110018,0.44506063001329854,0.37643577592366884,0.7659871405169016,0.3506759377606513,0.2826576476338246,0.45934684916922824,0.4433177495405287,0.2514217734307181,0.34270825946227357,0.38515567773690124,0.2949700559914727,0.7149491095321238,0.3209981524381032,0.31668498900759323,0.4173541324662964,0.2802478564303484,0.4430838388311528,0.29090759859795,0.5377705498966441,0.47966319576015753,0.6509163619974291,0.5374563788106768,0.19938040797701834,0.17030213401679367,0.23194821904828933,0.31415811170906327,0.3124016846983208,0.21951724801126302,0.2999188968382889,0.19720384526166496,0.3758914745515873,0.36754983750082787
120,0.17922766061711048,0.28585168177803527,0.3902322253158906,0.30117473860916694,0.4073294344015007,0.4807851343409944,0.3912961177325173,0.25798506435256857,0.39489691032054625,0.35511206033758336,0.2972501866440083,0.2526882975261767,0.3405038189337658,0.34455481403969085,0.2728662906816613,0.2538490033346666,0.19065566106438048,0.27283254189355965,0.49385996897750195,0.44630071476913297,0.3623250589674081,0.6796033810189865,0.3626692022377371,0.28374994554109256,0.4527403138117782,0.4527942543360623,0.2497848694243795,0.3377694803968366,0.3911115108905172,0.3208825544280273,0.7143519876608617,0.3239313615091312,0.3172351267786293,0.4187051755290135,0.27931894330231066,0.43145628037419725,0.29164252309820365,0.521100913369723,0.4789019910619831,0.6920467010849594,0.5345792097073054,0.21305871428331663,0.1785299958308642,0.2361412414686794,0.3359043218892535,0.3116851882297854,0.217691757607584,0.34596242165897856,0.19161178725182723,0.42516994402522773,0.37225206843517866
121,0.18105888906429582,0.2846133638182216,0.40066603868737494,0.27752553967541765,0.4091454168432833,0.4975222983858484,0.3926653319451641,0.25662630325577374,0.3947923387178948,0.3489535891922212,0.29720996229746877,0.24936390432527233,0.3403050575829377,0.34658480489437604,0.2811281375318852,0.25637067834855803,0.19355754496901606,0.2605797778933819,0.4582563757124589,0.4434962299763217,0.37359129203288527,0.663750437500665,0.3507890057066741,0.2944954525608128,0.4539711469908975,0.6006575550573794,0.28037130525169646,0.3297630403532601,0.3901738687299237,0.32825835759235455,0.6693255678461743,0.3148904545000846,0.32146847707368,0.42847700342373635,0.2759742988126525,0.5560469103024551,0.2937744837291072,0.5228869297639599,0.46216212371145504,0.6820600966841897,0.5946327194714857,0.21117344023373275,0.18568073578798713,0.2345017354763546,0.33562672948479866,0.3243499667473688,0.22929311051102685,0.346927406427922,0.19396205274608624,0.41057214467252817,0.3412443605456016
122,0.18727098523746036,0.27118100013837354,0.39912245702554616,0.2762908005243975,0.4095984781822276,0.5018818618356866,0.4058004073876634,0.260312175144885,0.3891147982294566,0.33028917026217597,0.27806773182764516,0.24445137512039172,0.3588868988687671,0.3444493294551882,0.27952181902963724,0.24961963339368054,0.19781888318278143,0.23734191791753756,0.498137750528281,0.4550289382816936,0.3675733651094802,0.6915560851102712,0.3526739725354472,0.2997445354284523,0.452253053839763,0.6099475551735991,0.26113501322131594,0.33298690151657084,0.39107110172645826,0.322262133652305,0.668378899824218,0.31332173518607453,0.3405360991506319,0.451388344014746,0.30224446100077595,0.603066855818058,0.28295836719334877,0.544409743239846,0.4720907844857936,0.6996762610243834,0.5998439675627616,0.21069104879600395,0.18946906415033665,0.20683881326363573,0.3490948101764079,0.34796926939923906,0.22352920649364225,0.3344721295677059,0.1952174189728362,0.41165261343843723,0.34623386441263204
