,ALGO,AENO,LSST,SRNA,ELLT,AMRP,OTCS,HETT,HUXZ,DUCT,SMAH,NPCK,MSDP,EORC,CUBO,HRET,ANSO,DIHO,RTTH,SPLZ,NWIG,MMBT,MDGI,AGVF,RRES,CTGI,ALUT,ACAC,SRTX,GARI,RCRI,ACIX,CCNS,MTNS,IHOZ,NAYO,FWWG,EELT,HRND,AETS,ULXY,BLBT,BENI,ITPA,HTRK,NGTE,ILVX,FCSG,FARS,MHRM,EAFC
GARI,0.028555322640146645,0.023717566949964197,0.02480305749071719,0.02113229583875787,0.028723061469882644,0.03231366286314262,0.02483552671172516,0.022813727765461648,0.03354597810283153,0.028864470664324397,0.024997301767044237,0.02308783501150064,0.033759168421044386,0.02291799219761569,0.01738068968786061,0.01950418310340896,0.017931349269842838,0.0259541529478012,0.027700473050353353,0.03511041054771691,0.014704067088372639,0.018975076088892706,0.025956811282550406,0.021506919160350895,0.02994430615846381,0.030212422308971105,0.02734070939062471,0.029283036514106516,0.022300738434272986,0.12254553688045977,0.044304991466186265,0.03169438603409332,0.023685387804705423,0.023727677566299406,0.028222659526702665,0.03659604965611082,0.02165985690770493,0.03775333948809639,0.039440100834371904,0.041774122155876725,0.021459593455163403,0.024149823853938886,0.015770822512761015,0.02519069985663379,0.026936154113859526,0.025368628455317118,0.023524522185497044,0.03739471826376325,0.01937008721175986,0.04031807339443169,0.03081516656991286
RCRI,0.039212140621352656,0.02176452680610588,0.030858551746310716,0.02326641588544367,0.02930059372387286,0.027672950275241123,0.015786232781777706,0.02050833184690864,0.030172712177175445,0.03240349390017593,0.023400469040946892,0.01797806863253355,0.04092662452948532,0.027241835777891608,0.013648650622041169,0.02690359502862785,0.024035214966001854,0.03920193835856976,0.06539116807626791,0.04342634565497991,0.01622632778492125,0.09179881492080481,0.031153101691404426,0.03550420291313988,0.07201704754641175,0.07087540222550465,0.026684614754779633,0.019369867979656324,0.02628630588835726,0.044304991466186265,0.2847499599712504,0.022924726364201235,0.03183124724072945,0.02588098727964659,0.02704653906457957,0.08037219398807166,0.031144258517244863,0.085540111824704,0.04792319098691931,0.027481844371894288,0.027469261943829017,0.02449783398684542,0.014184413027694548,0.018765278270176232,0.025192815477708023,0.027250497877207097,0.020136269628940495,0.03572195359219765,0.01652856085141773,0.03484594816801025,0.036256406176493686
ACIX,0.020247309447678226,0.014736800942530243,0.012934770873491722,0.01644345899179019,0.01945120992452211,0.02058023146964369,0.009418539354560225,0.01178758005498286,0.014770121345235747,0.02126926055596716,0.01749986557157872,0.014017471281256634,0.02320196507195175,0.016927064810223758,0.009463760148768702,0.01334563265822731,0.00966645050599748,0.024131087263729388,0.027983034572435304,0.025098366724898836,0.011990333168432041,0.021724790358520728,0.02568034173091086,0.01857461500599047,0.018187537023836527,0.012654983750658462,0.022686186570491453,0.02090601918344546,0.014338215269005354,0.03169438603409332,0.022924726364201235,0.06827718469948194,0.015229479754060178,0.014078558116623495,0.01466003696179286,0.025536383757360417,0.02229161755872548,0.023565668791017656,0.02902350899961398,0.03209397624154768,0.017796238899294027,0.016111692186728897,0.006867321491796937,0.02762639200290629,0.015367033800585805,0.02270769389023716,0.01626917353510951,0.02936980827195377,0.01638555881040634,0.02784280748102538,0.026379591735051233
CCNS,0.018152583893559705,0.014329975879786832,0.011097927289440528,0.017744666728487218,0.020524516225504837,0.01542350952495468,0.018634392120759596,0.012874679321664296,0.017273954758097145,0.022576759937603212,0.015048954262389764,0.0076387448981136965,0.025280750830441085,0.01347947881668833,0.011298469651314015,0.019911681344599027,0.010893428544192098,0.011023587983544915,0.015361973808153887,0.018957358807617467,0.011424687793881278,0.01484302849413221,0.010334114089827939,0.01622051747441877,0.014872010423229177,0.011804975191250984,0.023577405275159235,0.016254481785691687,0.015844246261297493,0.023685387804705423,0.03183124724072945,0.015229479754060178,0.12400322117123755,0.01158239869639909,0.014726871875956582,0.0303583804083453,0.014858908335222581,0.032431585950378816,0.006208266097606848,0.026082604394767263,0.008051933790716838,0.011075461319324293,0.010099210794192418,0.011990278154637019,0.016296681340197336,0.014591463203767885,0.012573780225188926,0.029584481712586312,0.012393373852187677,0.02055167760928396,0.01624380955552934
MTNS,0.02292491934600321,0.02493663967881575,0.023845802360501534,0.029090905873833943,0.014629358942058503,0.038421905817536496,0.03275363597057461,0.019232403092248322,0.02810907060060262,0.03096503238400572,0.024285441659923353,0.02734841761060363,0.024487217858814775,0.030829575773721737,0.02984159407388534,0.02565578247239811,0.02413512125883663,0.02074718886636833,0.009406872575135429,0.02417915442588875,0.021443494273957184,0.004211371442857547,0.01712473742253384,0.019161066139058155,0.017319070874425774,0.020607464946269284,0.011205710961410488,0.029164891196559302,0.022333932043362374,0.023727677566299406,0.02588098727964659,0.014078558116623495,0.01158239869639909,0.09389523717794929,0.028509024877348355,0.014054651868259048,0.015236459193473523,0.01119811006095329,0.009155975822978472,0.026415289707735108,0.03836228163055213,0.008473113725365576,0.021057799693097987,0.018787582362615712,0.027467938715595046,0.03401402866868391,0.024288149369109363,0.02241961443729575,0.011593673977629738,0.014620674615196219,0.023308223038827448
IHOZ,0.02230868700194315,0.02827853789563732,0.03267138608736081,0.02372240974339762,0.013036011940965753,0.028350223406135484,0.024489615360475912,0.017822552940896495,0.028020610244467968,0.03202688665736561,0.030703125445694177,0.027262679397519026,0.015063067365243037,0.02387463163059735,0.021648335135636115,0.028427369576328788,0.023838264609270278,0.015427207882707778,0.005567710358828586,0.02549040012351175,0.03050662877627131,0.01830489663584177,0.016567233743617377,0.02220732693282151,0.009406347394865218,0.012793225217487119,0.015611286119411384,0.02473023813579544,0.034266269081456996,0.028222659526702665,0.02704653906457957,0.01466003696179286,0.014726871875956582,0.028509024877348355,0.08614995572824699,0.01272895601568022,0.015255899558480276,0.013978989622519398,0.026510545426342572,0.02753078339785485,0.031827680999546686,0.010964066860164195,0.018121671702415562,0.011133042631858658,0.023296174456392947,0.025769579396418427,0.029226591286465223,0.020156280522065508,0.010104846240832372,0.020436036473354246,0.02058766143344412
NAYO,0.035401702210545206,0.010832539977520853,0.01155097307887652,0.016955386719254197,0.024602663871423236,0.02094197830998803,0.017177278194309132,0.019928486886743018,0.013971329858580453,0.027457258113815233,0.01939617042236987,0.011470760754312262,0.02987234255510512,0.023356917347199104,0.023062026117009297,0.013520400639505058,0.012872586044552168,0.018621265426936765,0.05967776476291785,0.01938843539560141,0.01627195106759456,0.10232358619766388,0.03458449821624319,0.01758967466912821,0.08362164114259078,0.07770644569537391,0.011303054602963885,0.014522039809998145,0.020445671156275592,0.03659604965611082,0.08037219398807166,0.025536383757360417,0.0303583804083453,0.014054651868259048,0.01272895601568022,0.2729134985442036,0.022381987107034818,0.10698357496448453,0.033392302092674866,0.045889714302349296,0.009498736705345288,0.01606197596521014,0.008409086550319191,0.01876543849052851,0.008343756456435297,0.03201488734790832,0.01458914501288874,0.023113344188994443,0.010377925902950443,0.0297413031214803,0.016072271376387205
FWWG,0.019001572872272443,0.01936503255066284,0.014902976572829227,0.016695273428729666,0.017519940186668505,0.01615431961630575,0.008829654812552443,0.011482415505940187,0.017807333606340136,0.024621333463482352,0.01963130248951672,0.014483969004462853,0.023997451671459884,0.015400726381508231,0.01940697679427221,0.016716009489924192,0.010040042732043971,0.02195542610309439,0.016609722454008238,0.022898247386492588,0.020459456161355048,0.020845416820647156,0.014550100900721643,0.01763385315388273,0.018184687426604833,0.013006517206144715,0.014386547149973889,0.012048081900370775,0.015327549820333505,0.02165985690770493,0.031144258517244863,0.02229161755872548,0.014858908335222581,0.015236459193473523,0.015255899558480276,0.022381987107034818,0.05851866651636308,0.029672020744507116,0.022642106783109475,0.027881466286875222,0.02329498969737165,0.017639213635032912,0.010930027732741423,0.021973494395143733,0.010299647957335983,0.01937137279423911,0.016923603027179535,0.018140968128303327,0.017776620182403204,0.02092044646953642,0.022468742360497836
EELT,0.03869475891874344,0.0109886082938035,0.013769020204007321,0.01768426122728083,0.021966871306556297,0.014890512478469032,0.017904433314594976,0.01635591899724134,0.026573151302632585,0.019921014145445913,0.016067719093361712,0.01572305463053318,0.029003276495160737,0.02308369946109846,0.0224565737928311,0.013342966983839752,0.013372632552062747,0.03325125305449109,0.06987321638505198,0.037602515257969316,0.013584032805394728,0.09810906732750066,0.03380728102270958,0.03530141319239353,0.062080821684546456,0.06349556144208422,0.017324646309740052,0.01350636400278433,0.021522190076666847,0.03775333948809639,0.085540111824704,0.023565668791017656,0.032431585950378816,0.01119811006095329,0.013978989622519398,0.10698357496448453,0.029672020744507116,0.29253616349541495,0.03628558324109624,0.03315256143058276,0.02670360599913523,0.03256939813157428,0.019188526794090045,0.020599427118756546,0.024805138381793792,0.02902463062034534,0.018336429047791165,0.027234280074122093,0.015741569213860808,0.028411966659070108,0.02735941777114355
HRND,0.023645547578747407,0.01395583319306855,0.020993465604887632,0.01226592477648999,0.020131592782005787,0.02775451694172475,0.009077854643953486,0.012455501745180658,0.012907501150381537,0.011678147154481231,0.009768670580543676,0.008948007100292036,0.020390403590598596,0.016805494526968147,0.008391783403112101,0.012698697590404536,0.01081352127563622,0.03407044120432432,0.027226157955302775,0.038014168030798025,0.004454254962427179,0.017229944885503303,0.033679857932498204,0.031566683708423346,0.025529509745997426,0.017543165070958298,0.017801177359289933,0.00987486957083034,0.015512032290248258,0.039440100834371904,0.04792319098691931,0.02902350899961398,0.006208266097606848,0.009155975822978472,0.026510545426342572,0.033392302092674866,0.022642106783109475,0.03628558324109624,0.20019883397032093,0.03489293857958068,0.007600286930874341,0.01677830370831993,0.00816649919419468,0.01883116247156431,0.01264957938741037,0.017109305979288458,0.018627285643914644,0.0317352147786779,0.012244846038606365,0.03897145883907176,0.036471841683516346
AETS,0.033142530933597654,0.029940631083394828,0.022589770245971173,0.021704999187244816,0.030777107204210435,0.04326856752599909,0.020420787729237486,0.016205406388849115,0.017194345546429724,0.03940382735059607,0.021173479389400295,0.024970630367660607,0.04030021526135567,0.02721810568477211,0.025761904712658417,0.022457725982474773,0.021885958560977532,0.02990812801078391,0.024836095464561253,0.0500369578035984,0.019743533567089355,0.03609956836295129,0.028636174242367595,0.029504585606359584,0.024039463733623926,0.0393574177739371,0.026378385592717626,0.0248220819348325,0.028807718796984624,0.041774122155876725,0.027481844371894288,0.03209397624154768,0.026082604394767263,0.026415289707735108,0.02753078339785485,0.045889714302349296,0.027881466286875222,0.03315256143058276,0.03489293857958068,0.28223313319217647,0.026225449604714155,0.022799857459399258,0.018340137957138535,0.033868766904846984,0.02465513576252542,0.034615523130382526,0.02077579047431225,0.03901385804985699,0.024124406182766192,0.04242649573027134,0.06155682082746759
ULXY,0.030331100245401466,0.03586452830497894,0.02995615063314318,0.03236270618023961,0.00785575228619899,0.02629417976071779,0.027797944476592337,0.016872515313984374,0.032712307587406037,0.0384827318669087,0.03985630799443175,0.027562185633331043,0.025335567756056884,0.02557337156465785,0.04171796866911787,0.037481536715193026,0.0347420122409918,0.031076345667162834,0.014357210542336981,0.02872607831974708,0.027314457068044404,0.022596975915379562,0.015080955202390839,0.01479016308664929,0.020579274052834256,0.04065339752109826,0.014812279793766077,0.031944130109653475,0.03927469091880906,0.021459593455163403,0.027469261943829017,0.017796238899294027,0.008051933790716838,0.03836228163055213,0.031827680999546686,0.009498736705345288,0.02329498969737165,0.02670360599913523,0.007600286930874341,0.026225449604714155,0.23846893436065805,0.011566574693103512,0.026045542068974838,0.022600976238589893,0.030804568273839157,0.04308281059684577,0.03382909700917868,0.017240672527873202,0.009555909204976537,0.012808100219352553,0.026996879916612895
BLBT,0.01596454198543781,0.014175692168678141,0.01095759295227283,0.01186122183420957,0.016094634555206856,0.017898874475288838,0.008879131133518016,0.008152663202354972,0.015138790867155133,0.01721582336405125,0.01485000327273722,0.008354844605906516,0.020128789264845372,0.009515897002322088,0.010232275958985713,0.013016503472797602,0.012221678099072474,0.016657094423278333,0.017356604606797804,0.02349278580570234,0.011989033959176582,0.025161300756367664,0.01447821987771029,0.015371077882383965,0.019779186452234577,0.01724430225744475,0.018891389340545673,0.013455098396092545,0.014170742571219598,0.024149823853938886,0.02449783398684542,0.016111692186728897,0.011075461319324293,0.008473113725365576,0.010964066860164195,0.01606197596521014,0.017639213635032912,0.03256939813157428,0.01677830370831993,0.022799857459399258,0.011566574693103512,0.03790828308114914,0.0075858651934146365,0.01646489518508297,0.011935975572800721,0.014128492573936112,0.010620087739028504,0.017770733374208057,0.013344962992557123,0.017636139611189754,0.021119429103534797
BENI,0.0147316858427893,0.01585507417034404,0.020203211601535147,0.01941064148809502,0.009306267176144791,0.020582555812708514,0.017792345061042603,0.015161881307486802,0.017610538235567026,0.022630470351761328,0.01746146218226751,0.01688369744285918,0.0160936080029117,0.016831095399463588,0.02111257601916774,0.01809213388483089,0.016204125120712145,0.013759406086039788,0.010614970148724612,0.017256632880908156,0.01619707495224029,0.004178453644609841,0.007420497640698316,0.011325911061204303,0.009927534331117174,0.012661550961262012,0.004263712157858696,0.0188533079880602,0.01790539129385534,0.015770822512761015,0.014184413027694548,0.006867321491796937,0.010099210794192418,0.021057799693097987,0.018121671702415562,0.008409086550319191,0.010930027732741423,0.019188526794090045,0.00816649919419468,0.018340137957138535,0.026045542068974838,0.0075858651934146365,0.03179235733842954,0.00821404240207052,0.017728900813051847,0.01944789795672472,0.01726559136113432,0.012898435669166328,0.006369101826193635,0.011990778522950619,0.012781623080082127
ITPA,0.01856922021644578,0.014536780249057874,0.014763699913781481,0.013976557265291185,0.019666603346707983,0.02193724920747018,0.012420073661111279,0.008747606531644038,0.019263177207903298,0.02009230210476163,0.01687623420290936,0.011584271400597057,0.026359124191290384,0.01145511588434469,0.011849891112044078,0.010639192834858492,0.013000389142291052,0.018569905694990684,0.01714633656792491,0.02106508004171862,0.013556220411336759,0.01912900777749639,0.02589648942067171,0.014942248671825285,0.01943623971796833,0.022515835223187106,0.0183150563549212,0.015538627937161516,0.009386264888275632,0.02519069985663379,0.018765278270176232,0.02762639200290629,0.011990278154637019,0.018787582362615712,0.011133042631858658,0.01876543849052851,0.021973494395143733,0.020599427118756546,0.01883116247156431,0.033868766904846984,0.022600976238589893,0.01646489518508297,0.00821404240207052,0.05811638902625099,0.016710701984384364,0.01656315801302163,0.012729966734320631,0.022143089397134552,0.012389518867205124,0.027536084976695335,0.02552447156721382
HTRK,0.021378612870746966,0.024517608476913665,0.023949784071869002,0.020331847190957635,0.016638520895297555,0.026075283937676393,0.02559760271084598,0.016527302260916,0.029025943154457914,0.02461268330009233,0.029131570178734353,0.023938440557903284,0.024428043490801306,0.022463467132979035,0.023988345163166953,0.014883865940525617,0.02000855607432692,0.01643580501008555,0.014542280273293118,0.021164188852386863,0.026086239248289407,0.014336886749725261,0.02127878620382037,0.015824291186556906,0.011911434016679627,0.01895836497158274,0.019462664342556193,0.02923521154659324,0.024099715966271477,0.026936154113859526,0.025192815477708023,0.015367033800585805,0.016296681340197336,0.027467938715595046,0.023296174456392947,0.008343756456435297,0.010299647957335983,0.024805138381793792,0.01264957938741037,0.02465513576252542,0.030804568273839157,0.011935975572800721,0.017728900813051847,0.016710701984384364,0.07869276654671609,0.02742465782511966,0.01893119808458343,0.012528867326025065,0.008882244567429368,0.01664821517956451,0.022015667207757356
NGTE,0.026878882580992917,0.02551170000315244,0.025601656354201627,0.024823078278114457,0.016594604233355424,0.03961648582626388,0.027343336670256745,0.023524675707876256,0.023330842130335906,0.0408997040913897,0.03000408017490458,0.02159127545587992,0.024291951104590988,0.029297112790877697,0.023930068668863613,0.02715945720707189,0.02425956638234729,0.02227908428600534,0.016645017257151888,0.02134917411267071,0.03224974948617643,0.020020401507373265,0.02176759183495782,0.019159119299017462,0.024673543732602273,0.03112564266422076,0.012432457242876902,0.021058093057645385,0.030218908082509575,0.025368628455317118,0.027250497877207097,0.02270769389023716,0.014591463203767885,0.03401402866868391,0.025769579396418427,0.03201488734790832,0.01937137279423911,0.02902463062034534,0.017109305979288458,0.034615523130382526,0.04308281059684577,0.014128492573936112,0.01944789795672472,0.01656315801302163,0.02742465782511966,0.1281468195366361,0.024649918588221922,0.01835991646030747,0.01359769768113032,0.012444860925434082,0.026849937008893817
ILVX,0.02022480477436585,0.02232083047962772,0.027356239400952605,0.02112375162257732,0.013977700668571413,0.024602886663341764,0.021396658390115588,0.01849465900086136,0.02677626310891458,0.02832895698370043,0.021872425307992046,0.024534351724936378,0.019635903017387796,0.0263083670875658,0.020695511646958657,0.01981739065385058,0.020956322898450286,0.01879289272116145,0.013103384313528425,0.019597701084872705,0.02343516950264298,0.0183652226156856,0.014872477964205776,0.018624680514572407,0.011441992518139616,0.014883627877663402,0.01623073449387779,0.026732457588770193,0.025688886910257964,0.023524522185497044,0.020136269628940495,0.01626917353510951,0.012573780225188926,0.024288149369109363,0.029226591286465223,0.01458914501288874,0.016923603027179535,0.018336429047791165,0.018627285643914644,0.02077579047431225,0.03382909700917868,0.010620087739028504,0.01726559136113432,0.012729966734320631,0.01893119808458343,0.024649918588221922,0.04763707397905501,0.01052173136720482,0.010428296324910174,0.01820784013440718,0.019300507103083193
FCSG,0.025702012086095082,0.02090594421885166,0.01790876678353992,0.013492092833807501,0.025899266110316795,0.03147758807464888,0.013389668867250366,0.012872954418465374,0.024425276915475542,0.02429406047412932,0.024653112636265496,0.014092021490502682,0.027851523320218098,0.01822099249436995,0.016268180877769257,0.016065656301128977,0.01884749597843782,0.02342964246101559,0.036048822141793155,0.03963515129308727,0.014226212968940112,0.0181372991693783,0.024275575350281426,0.022296984434548448,0.03233001017021547,0.01902245217073037,0.021622596590474583,0.020917183557867747,0.028997883959435384,0.03739471826376325,0.03572195359219765,0.02936980827195377,0.029584481712586312,0.02241961443729575,0.020156280522065508,0.023113344188994443,0.018140968128303327,0.027234280074122093,0.0317352147786779,0.03901385804985699,0.017240672527873202,0.017770733374208057,0.012898435669166328,0.022143089397134552,0.012528867326025065,0.01835991646030747,0.01052173136720482,0.1568156388102004,0.01843733715700192,0.03720084649174343,0.031827244141578476
FARS,0.012377180108409998,0.009914182618197506,0.009722016756827191,0.012947753026472691,0.010776084837947416,0.00841706121876144,0.0007000631485945662,0.008555257324438037,0.012551948154540447,0.01237042680153271,0.009498398937574913,0.009127805824171763,0.01647100328584009,0.009337259820588256,0.010460007558855185,0.009225996484269909,0.008252575733780281,0.015516582709986158,0.00942171030902209,0.022264651958006764,0.008793058110750795,0.006948120635668841,0.009629964314536133,0.008544765376037624,0.010936633566680466,0.011578281263666558,0.008723247612119317,0.0125546835357792,0.009812900676737266,0.01937008721175986,0.01652856085141773,0.01638555881040634,0.012393373852187677,0.011593673977629738,0.010104846240832372,0.010377925902950443,0.017776620182403204,0.015741569213860808,0.012244846038606365,0.024124406182766192,0.009555909204976537,0.013344962992557123,0.006369101826193635,0.012389518867205124,0.008882244567429368,0.01359769768113032,0.010428296324910174,0.01843733715700192,0.05575274895785794,0.017645344289364533,0.016718773185408924
MHRM,0.023896588342694484,0.01541968725111097,0.021649141000614717,0.013375424327132445,0.01878735224399369,0.013338521683054974,0.016971115700545682,0.008192719115053267,0.019949529137991282,0.02711063518100088,0.019721908565881453,0.010210154428689291,0.04654257284600224,0.019119034284760004,0.015254347105671572,0.00921892406466134,0.021349999640079376,0.014630135656139803,0.023067296191746845,0.04604618339171749,0.015615897630530522,0.03249478195196827,0.0216333270339388,0.023517917303490107,0.019817534788653876,0.013133741859450394,0.02726872189250905,0.021016734728020018,0.011048359521510901,0.04031807339443169,0.03484594816801025,0.02784280748102538,0.02055167760928396,0.014620674615196219,0.020436036473354246,0.0297413031214803,0.02092044646953642,0.028411966659070108,0.03897145883907176,0.04242649573027134,0.012808100219352553,0.017636139611189754,0.011990778522950619,0.027536084976695335,0.01664821517956451,0.012444860925434082,0.01820784013440718,0.03720084649174343,0.017645344289364533,0.13120369137607513,0.049729279907259935
EAFC,0.026542576599543663,0.020174477381498735,0.017342523085486717,0.017482690938093338,0.023792725403317352,0.03829138752019277,0.011151903912890148,0.010540296894339135,0.025653423941120777,0.029528683630462123,0.01916841688412627,0.023615090369155125,0.05076266054261335,0.025330894065521765,0.019052770344413425,0.017425963600191458,0.017771990710234015,0.0319269587762854,0.032760077563633395,0.05081858208570869,0.024228365896919856,0.013310013458035388,0.02547939154399776,0.029149470866163766,0.020436929159523776,0.016768578351917685,0.03941092747384343,0.023727736761002687,0.023694420097729995,0.03081516656991286,0.036256406176493686,0.026379591735051233,0.01624380955552934,0.023308223038827448,0.02058766143344412,0.016072271376387205,0.022468742360497836,0.02735941777114355,0.036471841683516346,0.06155682082746759,0.026996879916612895,0.021119429103534797,0.012781623080082127,0.02552447156721382,0.022015667207757356,0.026849937008893817,0.019300507103083193,0.031827244141578476,0.016718773185408924,0.049729279907259935,0.13365734153126466
